239;126;122;-113
176;117;118;-59
180;122;114;-58
172;122;122;-50
168;126;126;-42
147;117;117;-30
155;126;126;-29
155;126;113;-29
143;118;118;-25
142;118;117;-24
135;113;118;-22
139;118;113;-21
134;117;118;-17
135;118;113;-17
130;113;113;-17
135;118;117;-17
135;118;118;-17
130;113;244;-17
134;118;117;-16
134;118;113;-16
134;118;113;-16
126;113;118;-13
130;117;117;-13
126;113;113;-13
126;113;114;-13
126;113;113;-13
126;113;117;-13
126;113;117;-13
126;113;113;-13
126;113;113;-13
126;113;114;-13
126;113;114;-13
126;113;117;-13
126;113;117;-13
126;113;113;-13
126;113;117;-13
126;113;122;-13
126;113;118;-13
126;113;118;-13
126;113;130;-13
126;113;118;-13
126;113;122;-13
126;113;113;-13
126;113;118;-13
126;113;113;-13
126;113;114;-13
126;113;113;-13
126;113;122;-13
130;117;113;-13
126;113;113;-13
126;114;114;-12
126;114;113;-12
126;114;272;-12
126;114;117;-12
138;126;143;-12
126;114;114;-12
134;122;113;-12
126;114;114;-12
126;114;117;-12
126;114;114;-12
126;114;113;-12
126;114;122;-12
126;114;118;-12
130;118;118;-12
126;114;113;-12
130;118;118;-12
126;114;113;-12
126;114;113;-12
122;113;118;-9
126;117;122;-9
126;117;118;-9
126;117;118;-9
122;113;114;-9
122;113;117;-9
126;117;118;-9
126;117;118;-9
126;117;118;-9
122;113;117;-9
126;117;118;-9
126;117;118;-9
122;113;118;-9
122;113;113;-9
126;117;118;-9
122;113;261;-9
126;117;117;-9
122;113;113;-9
122;113;113;-9
122;113;114;-9
126;117;113;-9
126;117;138;-9
126;117;117;-9
130;121;113;-9
122;113;118;-9
126;117;118;-9
126;117;134;-9
126;117;118;-9
122;113;117;-9
126;117;118;-9
122;113;113;-9
135;126;118;-9
126;117;118;-9
126;117;117;-9
126;117;113;-9
126;117;126;-9
126;118;126;-8
126;118;114;-8
126;118;113;-8
126;118;126;-8
130;122;114;-8
126;118;118;-8
121;113;113;-8
126;118;117;-8
126;118;117;-8
126;118;113;-8
122;114;114;-8
126;118;117;-8
126;118;117;-8
126;118;117;-8
126;118;113;-8
126;118;113;-8
126;118;117;-8
121;113;118;-8
126;118;118;-8
126;118;117;-8
126;118;118;-8
126;118;117;-8
126;118;113;-8
122;114;121;-8
126;118;126;-8
126;118;118;-8
126;118;155;-8
126;118;117;-8
121;113;118;-8
122;114;126;-8
126;118;118;-8
126;118;117;-8
126;118;118;-8
126;118;118;-8
126;118;117;-8
126;118;118;-8
126;118;122;-8
126;118;118;-8
126;118;114;-8
126;118;117;-8
126;118;118;-8
126;118;113;-8
122;114;117;-8
126;118;118;-8
126;118;118;-8
126;118;113;-8
121;113;117;-8
122;114;114;-8
126;118;117;-8
122;114;122;-8
126;118;113;-8
130;122;118;-8
126;118;114;-8
122;114;113;-8
122;114;135;-8
118;113;118;-5
118;113;118;-5
122;117;118;-5
118;113;118;-5
126;121;113;-5
126;121;118;-5
118;113;122;-5
118;113;113;-5
118;113;118;-5
122;117;118;-5
126;121;118;-5
118;113;113;-5
122;117;118;-5
122;117;113;-5
122;117;117;-5
122;117;118;-5
118;113;113;-5
122;117;126;-5
118;113;114;-5
122;117;113;-5
122;117;117;-5
118;113;118;-5
118;113;122;-5
122;117;118;-5
122;117;117;-5
126;122;118;-4
122;118;113;-4
121;117;117;-4
117;113;113;-4
118;114;113;-4
126;122;126;-4
122;118;117;-4
126;122;122;-4
117;113;113;-4
117;113;113;-4
117;113;155;-4
122;118;117;-4
126;122;114;-4
117;113;114;-4
117;113;114;-4
117;113;118;-4
126;122;122;-4
122;118;117;-4
126;122;117;-4
117;113;114;-4
126;122;113;-4
117;113;126;-4
130;126;117;-4
121;117;118;-4
126;122;113;-4
122;118;118;-4
118;114;113;-4
118;114;118;-4
126;122;114;-4
118;114;122;-4
122;118;117;-4
126;122;117;-4
122;118;118;-4
122;118;118;-4
118;114;118;-4
118;114;117;-4
118;114;114;-4
126;122;118;-4
126;122;118;-4
118;114;126;-4
118;114;118;-4
126;122;114;-4
118;114;114;-4
118;114;113;-4
126;122;114;-4
126;122;122;-4
121;117;126;-4
122;118;121;-4
126;122;118;-4
122;118;121;-4
117;113;126;-4
126;122;117;-4
118;114;114;-4
117;114;117;-3
117;114;114;-3
121;118;118;-3
117;114;114;-3
117;114;118;-3
117;114;126;-3
117;114;118;-3
121;118;117;-3
117;114;114;-3
117;114;117;-3
121;118;118;-3
121;118;117;-3
121;118;113;-3
121;118;117;-3
118;117;117;-1
118;117;118;-1
118;117;118;-1
118;117;117;-1
118;117;117;-1
114;113;114;-1
118;117;117;-1
114;113;117;-1
118;117;114;-1
114;113;118;-1
118;117;117;-1
118;117;117;-1
118;117;118;-1
114;113;113;-1
114;113;118;-1
114;113;118;-1
122;121;113;-1
114;113;113;-1
114;113;114;-1
114;113;126;-1
118;118;118;0
117;117;118;0
118;118;118;0
118;118;117;0
126;126;118;0
114;114;113;0
117;117;118;0
130;130;126;0
122;122;113;0
117;117;118;0
126;126;117;0
117;117;118;0
117;117;117;0
118;118;117;0
117;117;118;0
118;118;113;0
114;114;113;0
117;117;126;0
117;117;114;0
113;113;113;0
126;126;139;0
118;118;113;0
126;126;126;0
117;117;117;0
113;113;118;0
117;117;118;0
117;117;118;0
118;118;114;0
114;114;114;0
118;118;113;0
118;118;118;0
126;126;114;0
126;126;118;0
126;126;114;0
118;118;117;0
118;118;118;0
126;126;122;0
118;118;113;0
122;122;113;0
113;113;113;0
126;126;126;0
118;118;117;0
118;118;113;0
126;126;113;0
117;117;117;0
113;113;113;0
117;117;113;0
130;130;126;0
126;126;121;0
126;126;126;0
118;118;113;0
126;126;122;0
126;126;126;0
113;113;114;0
126;126;118;0
114;114;114;0
118;118;118;0
126;126;118;0
126;126;126;0
114;114;117;0
126;126;117;0
122;122;118;0
122;122;114;0
113;113;118;0
118;118;113;0
126;126;117;0
113;113;114;0
130;130;118;0
118;118;117;0
118;118;117;0
113;113;118;0
117;117;113;0
118;118;114;0
126;126;118;0
117;118;117;1
113;114;113;1
113;114;114;1
113;114;113;1
117;118;113;1
113;114;118;1
117;118;117;1
117;118;118;1
113;114;155;1
117;118;113;1
117;118;118;1
117;118;118;1
117;118;117;1
134;135;114;1
113;114;118;1
117;118;118;1
117;118;126;1
121;122;134;1
117;118;118;1
117;118;113;1
117;118;118;1
117;118;118;1
117;118;118;1
121;122;117;1
117;118;118;1
138;139;126;1
117;118;113;1
113;114;114;1
117;118;118;1
114;117;114;3
114;117;273;3
114;117;117;3
114;117;117;3
114;117;117;3
114;117;118;3
114;117;118;3
114;117;122;3
114;117;126;3
118;121;118;3
114;117;117;3
118;121;117;3
113;117;113;4
122;126;122;4
122;126;118;4
126;130;114;4
113;117;118;4
126;130;114;4
122;126;118;4
114;118;118;4
122;126;117;4
118;122;117;4
118;122;114;4
118;122;118;4
114;118;121;4
113;117;118;4
118;122;118;4
117;121;113;4
118;122;114;4
126;130;126;4
118;122;114;4
114;118;114;4
122;126;126;4
118;122;113;4
114;118;117;4
126;130;117;4
114;118;113;4
113;117;113;4
118;122;118;4
114;118;117;4
114;118;114;4
176;180;122;4
122;126;126;4
117;121;113;4
126;130;130;4
114;118;118;4
135;139;143;4
113;117;118;4
113;117;118;4
118;122;114;4
122;126;117;4
113;117;113;4
113;118;117;5
113;118;113;5
121;126;126;5
113;118;114;5
113;118;122;5
113;118;117;5
113;118;117;5
113;118;118;5
113;118;118;5
113;118;117;5
113;118;118;5
113;118;126;5
113;118;113;5
117;122;113;5
121;126;122;5
113;118;114;5
113;118;117;5
114;121;113;7
122;130;117;8
122;130;113;8
114;122;131;8
118;126;118;8
122;130;114;8
122;130;118;8
118;126;117;8
118;126;117;8
122;130;117;8
118;126;126;8
126;134;134;8
118;126;118;8
113;121;118;8
118;126;118;8
113;121;118;8
122;130;117;8
126;134;126;8
118;126;117;8
118;126;118;8
118;126;126;8
126;134;118;8
126;134;126;8
122;130;117;8
113;121;118;8
126;134;121;8
122;130;113;8
118;126;118;8
118;126;126;8
122;130;126;8
126;134;126;8
118;126;117;8
118;126;122;8
117;126;126;9
117;126;134;9
126;135;118;9
113;122;113;9
126;135;126;9
126;135;114;9
121;130;118;9
117;126;113;9
126;135;118;9
117;126;118;9
113;122;114;9
122;131;126;9
117;126;122;9
126;135;114;9
126;135;118;9
117;126;117;9
117;126;118;9
121;130;117;9
117;126;122;9
113;122;117;9
126;135;126;9
113;122;113;9
126;135;117;9
126;135;126;9
113;122;114;9
113;122;114;9
117;126;118;9
113;122;113;9
114;126;118;12
126;138;139;12
118;130;117;12
118;130;122;12
122;134;118;12
114;126;117;12
126;138;122;12
122;134;113;12
122;134;126;12
130;142;122;12
126;138;126;12
