155;126;126
113;231;172
122;130;117
118;118;118
117;151;126
126;118;126
117;117;118
113;180;134
172;122;122
113;327;126
134;117;118
118;340;126
126;168;122
126;118;114
114;126;118
117;130;118
113;168;130
126;113;118
118;118;118
126;138;139
122;113;118
114;546;122
126;118;113
113;189;126
118;130;117
117;126;126
118;118;117
118;130;122
126;118;126
113;299;130
134;118;117
113;303;122
126;117;122
117;126;134
118;180;130
126;126;118
117;118;117
117;143;126
122;189;126
130;122;114
114;114;113
126;122;118
117;117;118
118;134;126
130;130;126
113;164;126
126;118;118
118;113;118
114;193;126
122;226;122
121;113;113
113;118;117
118;261;122
122;239;126
122;134;118
118;139;121
122;118;113
114;164;122
134;348;121
122;122;113
113;114;113
113;114;114
113;118;113
118;138;122
126;135;118
122;278;122
122;130;113
117;471;122
126;117;118
122;160;126
121;210;126
113;130;118
113;117;113
117;117;118
118;163;121
121;185;130
126;126;117
117;185;131
126;118;117
118;139;130
130;117;117
118;135;122
126;177;126
131;247;130
122;147;130
126;139;122
126;118;117
114;130;121
122;139;126
126;118;113
113;126;118
113;134;121
122;146;126
114;168;126
122;114;114
114;122;131
118;311;122
122;177;126
135;113;118
155;126;113
117;155;126
126;168;126
143;118;118
118;126;118
118;168;126
126;584;122
126;139;126
126;256;126
134;184;126
121;126;126
118;139;126
126;172;126
126;113;113
117;114;117
117;117;118
117;160;122
121;117;117
118;139;122
126;118;117
118;500;122
130;261;126
126;113;114
113;118;114
113;189;122
121;143;118
117;117;117
114;143;126
134;299;126
122;272;126
117;113;113
118;118;117
113;243;118
122;160;143
126;147;122
134;181;130
126;118;117
113;114;113
114;117;114
113;130;118
117;336;130
126;113;113
118;113;118
117;118;113
118;117;117
118;181;126
126;185;126
126;176;126
131;202;117
117;117;118
117;164;122
122;164;126
122;126;122
118;114;113
113;114;118
117;114;114
113;122;113
126;193;122
126;122;126
126;265;139
122;118;117
114;126;117
117;130;118
113;235;126
122;168;143
126;202;139
121;265;126
126;122;122
117;113;113
117;408;122
122;126;118
117;113;113
113;135;130
126;260;126
126;118;117
118;117;118
117;118;117
118;172;126
126;160;126
126;118;113
113;415;121
126;117;118
113;286;122
122;117;118
118;117;118
118;172;130
126;180;126
135;168;126
126;138;122
117;286;121
122;155;126
126;114;114
118;118;113
113;163;121
122;180;126
122;130;114
114;117;273
118;299;122
122;130;118
114;117;117
114;114;113
118;113;118
117;177;126
126;113;117
113;336;126
126;121;113
113;118;122
117;118;118
113;114;155
118;168;130
121;168;122
121;118;118
118;117;117
117;113;155
117;117;126
168;126;126
117;168;130
126;121;118
117;265;121
151;252;126
126;344;143
126;113;117
118;142;126
126;118;113
117;117;114
113;130;117
113;113;113
114;353;126
122;147;126
122;113;114
114;164;126
126;172;126
126;113;113
113;126;114
130;235;126
126;135;126
126;126;139
118;117;117
122;113;117
118;118;113
126;126;126
126;117;118
117;117;117
118;126;117
117;188;126
118;327;126
126;130;114
117;118;113
113;117;118
118;131;117
117;231;126
118;135;118
113;290;126
126;168;122
126;114;113
114;113;114
117;163;126
126;113;113
121;159;130
122;285;122
121;164;126
122;118;117
113;113;118
117;117;118
131;202;126
126;172;126
126;117;118
118;189;122
126;118;117
114;134;118
114;180;122
126;328;126
126;273;122
126;226;126
121;113;118
118;126;117
113;240;126
126;172;122
126;113;114
126;113;114
114;172;126
122;240;122
122;160;126
126;122;114
117;113;114
117;113;114
114;341;126
126;139;126
126;114;272
126;117;118
118;163;134
122;130;117
117;117;118
117;113;118
114;189;118
118;117;117
118;176;130
122;113;117
117;331;126
126;181;122
126;168;122
126;117;118
117;168;130
126;143;134
126;114;117
117;164;126
122;257;126
122;189;122
126;113;117
117;114;114
122;345;134
126;122;122
126;256;126
126;130;114
118;126;126
126;168;126
126;117;118
114;117;117
122;126;118
113;164;121
126;118;118
121;143;126
126;118;117
114;118;118
126;185;122
117;316;126
126;113;117
114;193;118
122;126;117
118;122;117
117;139;131
126;180;126
122;118;117
117;323;122
121;407;126
126;164;122
122;113;118
126;139;126
142;118;117
118;113;122
118;163;126
126;184;126
126;189;126
239;126;122
118;118;114
113;138;126
126;118;118
118;122;114
135;118;113
114;172;126
126;122;117
118;138;130
126;118;117
117;188;248
138;126;143
122;113;113
114;168;122
113;181;121
126;314;121
126;114;114
122;185;134
126;294;126
126;134;134
114;114;114
126;118;113
118;273;126
126;180;121
122;201;130
126;331;130
126;344;130
126;117;118
122;134;113
118;118;113
114;193;122
122;202;142
126;189;126
122;286;126
126;135;114
122;113;261
117;138;126
122;286;134
122;114;121
113;193;126
122;168;126
126;113;113
113;118;117
114;316;130
126;118;126
126;159;126
126;117;117
118;118;118
118;126;118
118;306;126
126;172;126
126;168;126
126;184;126
126;113;117
118;193;122
121;130;118
117;113;114
113;121;118
118;143;121
126;113;122
122;113;113
122;278;122
122;113;113
114;138;126
122;134;126
118;113;113
113;189;130
130;142;122
122;369;126
126;496;126
126;344;126
126;113;118
117;118;118
114;113;117
118;126;118
114;164;130
126;118;118
118;517;126
126;113;118
114;117;117
118;122;118
118;185;126
126;122;113
117;113;126
114;328;122
126;113;130
118;193;126
126;126;114
113;118;117
118;177;121
122;113;114
113;121;118
117;126;113
114;118;121
113;168;122
121;272;126
126;118;155
126;126;118
113;117;118
114;143;126
126;126;114
118;113;118
118;122;118
113;138;126
126;139;126
122;130;117
118;118;117
117;201;121
126;176;121
134;118;113
117;121;113
118;117;114
118;122;114
113;189;126
126;130;126
118;122;114
113;235;126
126;327;122
126;231;122
122;176;126
126;176;126
126;194;113
118;131;126
126;298;126
126;113;118
117;130;122
126;235;126
126;311;122
126;113;122
118;134;113
118;139;126
134;122;113
126;113;113
113;118;118
118;349;126
126;113;118
114;117;118
117;114;118
113;177;126
126;265;122
122;176;122
126;117;113
117;357;172
122;117;118
114;168;126
126;121;118
117;134;126
130;168;126
126;134;126
126;118;117
118;113;113
113;160;130
122;198;130
126;117;138
117;172;122
126;180;126
121;113;118
118;206;126
117;302;126
126;117;117
118;126;117
118;118;118
126;264;126
126;135;118
118;126;118
117;118;118
117;172;126
130;126;117
113;139;114
121;117;118
117;164;122
122;239;168
126;122;113
130;113;113
118;336;139
126;114;114
113;118;118
118;261;122
126;126;122
122;172;121
122;143;126
122;160;126
126;181;131
126;168;126
126;172;126
122;118;118
114;198;126
118;160;126
122;114;126
114;113;118
118;118;113
118;114;113
118;126;126
180;122;114
114;243;122
126;320;126
131;172;134
126;138;126
122;122;113
114;231;118
126;113;113
114;135;122
130;121;113
118;114;118
113;113;113
113;118;117
113;143;126
126;181;126
126;134;118
117;269;126
135;160;126
126;126;126
118;349;126
126;114;117
117;118;117
117;126;118
118;180;122
122;113;118
114;118;114
118;193;126
122;281;126
126;163;126
134;135;114
118;328;135
135;118;117
118;349;126
122;126;126
126;118;118
118;117;117
113;118;118
113;122;114
114;194;122
122;117;118
113;126;126
117;172;126
176;117;118
118;118;117
117;114;126
117;215;126
122;290;121
122;269;126
126;299;131
121;269;126
126;134;126
126;319;126
122;131;126
126;147;122
126;139;126
122;130;117
113;114;118
114;168;126
126;118;117
118;142;122
147;117;117
118;118;113
126;159;126
126;126;113
118;227;118
126;117;118
113;168;126
126;118;118
117;117;117
118;131;114
122;117;113
117;114;118
126;122;114
114;117;118
114;172;135
126;202;126
131;466;135
117;126;122
117;118;118
118;122;113
113;387;126
126;164;122
126;117;134
114;118;117
113;168;126
135;118;118
117;172;135
126;135;114
118;134;118
118;114;122
117;118;126
118;117;117
113;121;118
113;189;131
139;118;113
126;130;117
117;130;117
114;134;520
130;113;244
118;143;126
126;164;130
122;118;117
126;113;114
114;139;126
126;118;118
118;298;130
126;135;118
118;357;126
134;181;126
126;117;118
113;130;117
113;130;122
118;164;130
126;122;117
117;152;126
121;122;134
117;173;135
126;273;126
122;256;134
126;471;130
126;114;114
118;177;126
122;118;118
118;160;126
126;118;117
114;126;113
113;113;113
114;118;113
114;139;114
113;117;113
113;139;117
114;180;130
122;188;135
130;198;126
130;156;122
122;118;118
117;117;113
130;130;126
122;176;121
122;113;117
118;122;118
114;118;117
118;256;122
126;164;126
122;117;117
118;194;126
126;146;126
122;135;117
126;126;121
126;118;118
126;118;122
117;126;117
113;118;126
126;198;126
126;114;113
118;114;118
114;265;122
122;235;121
122;273;126
126;164;122
126;126;126
126;118;118
122;340;126
122;117;118
118;114;117
118;168;126
126;147;126
126;118;114
126;117;118
134;185;126
121;118;117
118;114;114
114;121;113
113;134;122
126;114;122
113;134;122
122;185;122
131;147;122
126;118;117
114;395;122
126;193;122
118;117;118
118;118;113
117;126;118
114;118;114
118;168;122
176;180;122
126;122;118
113;185;131
126;172;126
126;118;118
117;114;114
113;118;113
117;134;122
126;126;122
122;113;113
114;117;122
117;240;122
121;130;117
113;139;126
126;231;122
139;181;121
142;327;121
122;185;126
126;172;134
126;114;118
118;328;122
126;134;121
126;314;126
126;126;126
118;113;113
117;130;139
118;164;118
126;260;122
126;118;113
117;122;113
113;113;114
113;172;122
122;130;113
114;113;113
164;181;121
122;117;126
126;274;122
122;114;117
118;126;118
118;113;114
113;202;117
118;348;126
126;118;118
117;184;122
126;126;118
118;126;126
118;168;122
122;135;114
126;118;118
114;114;114
117;160;114
126;118;113
114;113;118
118;265;122
126;327;122
122;126;126
117;126;122
118;118;118
114;117;126
118;189;126
126;122;118
117;121;113
118;121;118
118;114;126
117;177;126
126;126;118
118;114;118
114;181;122
126;4070;126
118;327;122
126;113;113
113;122;117
113;139;118
135;126;118
134;180;122
126;142;126
130;118;118
117;114;117
118;273;126
113;180;126
126;135;126
126;130;130
113;277;126
113;320;122
121;143;138
126;122;114
114;168;126
126;348;138
126;176;126
126;181;126
122;240;126
126;168;126
126;126;126
117;173;126
126;345;126
126;113;122
113;122;113
114;113;118
113;265;122
122;130;126
117;118;118
117;323;122
134;118;113
122;164;126
126;135;117
122;117;113
118;180;126
121;126;122
117;206;126
118;294;122
122;235;134
126;134;126
126;114;113
114;114;117
117;172;121
121;113;117
114;336;126
126;160;118
130;117;113
113;387;126
126;315;126
126;135;126
122;189;118
118;114;114
114;118;118
117;176;122
135;139;143
126;126;117
118;344;122
121;482;121
122;135;117
113;160;126
135;185;130
126;260;139
122;117;117
126;117;118
118;130;118
117;185;122
122;122;118
117;118;113
118;139;130
121;118;118
118;114;113
113;122;114
113;117;118
114;155;114
122;235;126
122;122;114
114;117;117
113;113;118
117;118;118
113;193;126
126;189;131
126;142;126
122;121;113
113;302;121
121;159;113
130;118;118
117;118;118
117;118;118
114;260;122
126;122;114
113;117;118
118;118;113
118;122;114
117;303;126
126;126;117
134;177;126
126;193;126
126;122;122
114;151;126
122;114;114
114;260;126
121;118;117
114;113;113
113;122;114
121;193;122
118;348;122
121;118;113
118;185;126
126;118;117
126;277;126
126;113;113
118;269;126
126;117;117
118;210;117
113;113;114
118;113;118
118;180;126
134;155;126
126;345;122
130;130;118
118;118;117
114;113;114
113;185;130
126;159;130
118;180;126
126;114;113
113;172;126
122;138;114
113;256;122
114;113;126
113;168;117
126;160;122
121;122;117
118;113;122
126;117;113
117;260;122
121;117;126
118;118;117
117;130;118
118;289;126
126;210;126
122;114;122
113;113;118
117;117;113
117;164;126
134;181;114
126;278;122
122;118;121
117;180;122
126;314;122
122;126;117
113;252;126
126;180;121
122;134;117
122;230;122
122;117;118
118;126;117
113;117;113
118;294;122
126;336;122
130;294;126
126;122;118
118;118;114
126;328;147
122;117;117
117;118;118
117;130;126
118;306;126
126;168;126
126;117;126
122;118;121
118;126;122
117;172;122
126;118;113
118;121;117
113;118;114
113;126;113
118;159;126
126;172;126
130;122;118
117;135;122
117;113;126
114;328;122
121;118;117
118;135;118
138;139;126
122;143;126
126;118;114
117;227;121
122;160;126
126;122;117
117;118;113
117;126;118
118;134;126
126;155;122
122;114;113
113;118;117
113;122;113
122;239;122
126;114;113
113;114;114
122;114;135
118;114;114
113;130;118
117;139;126
126;126;118
117;118;118
