4801;172;122;-4629
189;139;122;-50
168;138;126;-30
139;135;126;-4
135;134;122;-1
143;143;134;0
134;138;126;4
135;139;122;4
130;135;122;5
130;135;122;5
126;134;126;8
126;134;138;8
126;134;122;8
126;134;126;8
126;134;126;8
126;134;122;8
126;134;121;8
130;138;126;8
126;134;122;8
126;134;126;8
126;134;122;8
126;134;126;8
126;134;121;8
126;134;122;8
126;134;126;8
126;134;122;8
126;134;131;8
126;134;152;8
126;134;126;8
126;134;126;8
131;139;126;8
126;134;121;8
126;134;122;8
126;134;139;8
126;134;130;8
131;139;122;8
126;135;126;9
126;135;122;9
126;135;130;9
126;135;126;9
126;135;122;9
126;135;126;9
126;135;122;9
126;135;122;9
126;135;126;9
126;135;126;9
126;135;135;9
126;135;126;9
126;135;126;9
126;138;121;12
126;138;126;12
122;134;130;12
122;134;131;12
122;134;122;12
126;138;122;12
122;134;121;12
122;134;121;12
126;138;126;12
126;138;126;12
126;138;134;12
122;134;122;12
126;138;126;12
126;138;130;12
126;138;126;12
126;138;126;12
122;134;126;12
126;138;122;12
126;138;126;12
122;134;122;12
126;138;126;12
122;134;121;12
126;138;126;12
126;138;126;12
126;138;126;12
126;138;130;12
126;138;126;12
126;139;126;13
122;135;122;13
126;139;135;13
122;135;122;13
122;135;122;13
126;139;126;13
126;139;121;13
126;139;126;13
126;139;143;13
126;139;139;13
122;135;122;13
126;139;122;13
126;139;126;13
126;139;138;13
126;139;143;13
126;139;126;13
126;139;126;13
126;139;122;13
126;139;122;13
130;143;126;13
122;135;122;13
126;139;122;13
126;139;122;13
126;139;122;13
122;135;122;13
121;134;126;13
122;135;126;13
126;139;126;13
126;139;126;13
126;139;122;13
126;139;126;13
126;139;130;13
126;139;126;13
126;139;126;13
126;139;122;13
122;135;130;13
126;139;126;13
121;134;122;13
126;139;126;13
126;139;126;13
121;135;122;14
122;138;121;16
122;138;122;16
122;138;126;16
122;138;126;16
122;138;126;16
122;138;122;16
126;142;126;16
122;138;126;16
126;142;126;16
122;138;126;16
126;142;122;16
126;143;126;17
122;139;126;17
126;143;130;17
126;143;122;17
126;143;126;17
122;139;126;17
122;139;126;17
122;139;121;17
121;138;126;17
122;139;122;17
126;143;130;17
126;143;126;17
122;139;126;17
126;143;131;17
122;139;126;17
121;138;126;17
122;139;130;17
122;139;126;17
126;143;126;17
122;139;126;17
122;139;122;17
126;143;126;17
143;160;122;17
122;139;122;17
121;139;126;18
121;139;122;18
121;139;126;18
126;147;122;21
126;147;122;21
122;143;121;21
126;147;122;21
126;148;126;22
121;143;126;22
135;159;126;24
135;159;126;24
143;168;135;25
143;168;126;25
126;151;138;25
126;151;126;25
135;160;122;25
143;168;126;25
131;156;151;25
130;155;126;25
126;151;130;25
135;160;122;25
142;168;126;26
121;147;122;26
142;168;126;26
126;155;122;29
126;155;126;29
122;151;122;29
130;159;122;29
126;155;122;29
134;163;126;29
134;163;130;29
126;155;122;29
126;155;126;29
131;160;122;29
126;155;122;29
122;151;122;29
126;156;122;30
126;156;122;30
126;156;122;30
126;156;122;30
126;156;122;30
122;152;126;30
126;156;139;30
126;156;122;30
134;164;126;30
126;156;122;30
126;156;122;30
126;156;138;30
126;156;122;30
126;156;122;30
134;164;131;30
126;156;126;30
126;156;126;30
126;156;122;30
122;155;126;33
122;155;122;33
126;159;126;33
126;159;121;33
126;159;126;33
126;159;122;33
126;159;126;33
126;159;122;33
126;159;121;33
122;155;126;33
122;155;126;33
135;168;122;33
126;159;126;33
126;159;126;33
126;159;126;33
126;159;122;33
126;159;122;33
126;159;126;33
126;159;121;33
126;159;126;33
126;159;134;33
126;159;126;33
126;159;126;33
122;156;126;34
126;160;130;34
126;160;122;34
126;160;122;34
126;160;126;34
134;168;126;34
126;160;122;34
126;160;126;34
126;160;122;34
126;160;126;34
126;160;126;34
126;160;126;34
130;164;122;34
126;160;134;34
121;155;121;34
126;160;122;34
130;164;122;34
130;164;126;34
134;168;130;34
126;160;122;34
130;164;126;34
126;160;122;34
126;160;126;34
130;164;130;34
121;155;121;34
126;160;122;34
126;160;122;34
126;160;122;34
